,advanced education,non advanced education
28219,,low<=50K
28220,,low<=50K
28221,high<=50K,
28222,,low>50K
28223,,low<=50K
28224,,low<=50K
28225,,low<=50K
28226,,low<=50K
28227,,low<=50K
28228,,low<=50K
28229,,low<=50K
28230,,low<=50K
28231,high<=50K,
28232,,low<=50K
28233,high<=50K,
28234,,low<=50K
28235,,low<=50K
28236,,low<=50K
28237,,low<=50K
28238,,low<=50K
28239,,low<=50K
28240,,low>50K
28241,,low>50K
28242,,low<=50K
28243,,low<=50K
28244,high<=50K,
28245,,low<=50K
28246,,low>50K
28247,,low<=50K
28248,high<=50K,
28249,,low<=50K
28250,,low>50K
28251,high>50K,
28252,high>50K,
28253,,low<=50K
28254,high<=50K,
28255,high<=50K,
28256,,low>50K
28257,,low<=50K
28258,,low<=50K
28259,,low<=50K
28260,,low<=50K
28261,,low<=50K
28262,high>50K,
28263,,low>50K
28264,,low<=50K
28265,,low<=50K
28266,,low<=50K
28267,,low>50K
28268,,low<=50K
28269,,low<=50K
28270,,low<=50K
28271,high<=50K,
28272,,low>50K
28273,,low<=50K
28274,,low<=50K
28275,,low<=50K
28276,,low<=50K
28277,,low<=50K
28278,,low<=50K
28279,,low>50K
28280,,low<=50K
28281,high>50K,
28282,,low>50K
28283,,low<=50K
28284,,low<=50K
28285,,low<=50K
28286,,low<=50K
28287,,low<=50K
28288,,low<=50K
28289,,low>50K
28290,,low<=50K
28291,,low<=50K
28292,,low<=50K
28293,,low>50K
28294,,low<=50K
28295,,low<=50K
28296,,low>50K
28297,,low>50K
28298,,low<=50K
28299,,low<=50K
28300,,low<=50K
28301,,low>50K
28302,,low<=50K
28303,,low<=50K
28304,,low<=50K
28305,high<=50K,
28306,,low<=50K
28307,,low<=50K
28308,,low>50K
28309,,low<=50K
28310,,low>50K
28311,,low<=50K
28312,,low<=50K
28313,,low>50K
28314,high<=50K,
28315,,low>50K
28316,,low<=50K
28317,,low<=50K
28318,,low<=50K
28319,,low<=50K
28320,,low<=50K
28321,,low<=50K
28322,high<=50K,
28323,high>50K,
28324,,low<=50K
28325,high<=50K,
28326,,low<=50K
28327,,low<=50K
28328,,low>50K
28329,high<=50K,
28330,high>50K,
28331,,low<=50K
28332,,low<=50K
28333,high<=50K,
28334,,low<=50K
28335,,low>50K
28336,high<=50K,
28337,,low>50K
28338,,low<=50K
28339,,low>50K
28340,,low<=50K
28341,high<=50K,
28342,high<=50K,
28343,high>50K,
28344,,low>50K
28345,,low<=50K
28346,,low<=50K
28347,,low>50K
28348,,low<=50K
28349,,low<=50K
28350,high<=50K,
28351,,low<=50K
28352,,low<=50K
28353,high<=50K,
28354,,low<=50K
28355,,low<=50K
28356,high>50K,
28357,,low<=50K
28358,,low<=50K
28359,,low<=50K
28360,,low<=50K
28361,,low<=50K
28362,high>50K,
28363,,low<=50K
28364,,low<=50K
28365,,low<=50K
28366,high<=50K,
28367,,low<=50K
28368,high>50K,
28369,,low<=50K
28370,,low<=50K
28371,,low<=50K
28372,high<=50K,
28373,high>50K,
28374,high>50K,
28375,high<=50K,
28376,,low<=50K
28377,,low>50K
28378,,low<=50K
28379,,low<=50K
28380,,low<=50K
28381,,low<=50K
28382,high<=50K,
28383,,low<=50K
28384,,low>50K
28385,,low<=50K
28386,,low<=50K
28387,,low<=50K
28388,,low>50K
28389,,low>50K
28390,,low<=50K
28391,,low<=50K
28392,,low>50K
28393,,low<=50K
28394,high>50K,
28395,,low<=50K
28396,,low<=50K
28397,,low<=50K
28398,,low<=50K
28399,,low<=50K
28400,,low<=50K
28401,,low<=50K
28402,high<=50K,
28403,high<=50K,
28404,,low>50K
28405,high<=50K,
28406,,low<=50K
28407,,low<=50K
28408,,low<=50K
28409,,low<=50K
28410,,low<=50K
28411,,low<=50K
28412,,low>50K
28413,,low<=50K
28414,high<=50K,
28415,high>50K,
28416,,low<=50K
28417,,low<=50K
28418,,low<=50K
28419,,low<=50K
28420,high>50K,
28421,,low<=50K
28422,,low<=50K
28423,,low>50K
28424,,low<=50K
28425,,low<=50K
28426,,low<=50K
28427,,low<=50K
28428,,low<=50K
28429,,low>50K
28430,,low<=50K
28431,,low<=50K
28432,high>50K,
28433,high<=50K,
28434,high<=50K,
28435,,low<=50K
28436,,low>50K
28437,high<=50K,
28438,,low<=50K
28439,,low<=50K
28440,,low<=50K
28441,,low>50K
28442,,low<=50K
28443,,low<=50K
28444,,low<=50K
28445,high>50K,
28446,,low<=50K
28447,,low>50K
28448,,low>50K
28449,high>50K,
28450,,low<=50K
28451,,low<=50K
28452,high>50K,
28453,high<=50K,
28454,,low<=50K
28455,high>50K,
28456,,low<=50K
28457,,low<=50K
28458,,low>50K
28459,,low>50K
28460,,low<=50K
28461,,low<=50K
28462,,low>50K
28463,,low<=50K
28464,,low<=50K
28465,,low<=50K
28466,,low<=50K
28467,,low>50K
28468,,low>50K
28469,,low>50K
28470,,low<=50K
28471,high>50K,
28472,,low<=50K
28473,high>50K,
28474,,low<=50K
28475,,low<=50K
28476,high>50K,
28477,,low>50K
28478,high>50K,
28479,,low>50K
28480,,low<=50K
28481,high<=50K,
28482,,low<=50K
28483,,low<=50K
28484,,low<=50K
28485,,low<=50K
28486,,low<=50K
28487,,low<=50K
28488,,low<=50K
28489,high<=50K,
28490,,low<=50K
28491,high<=50K,
28492,,low<=50K
28493,high<=50K,
28494,,low<=50K
28495,high<=50K,
28496,high>50K,
28497,,low>50K
28498,,low<=50K
28499,,low<=50K
28500,,low>50K
28501,,low<=50K
28502,,low<=50K
28503,,low>50K
28504,,low<=50K
28505,high>50K,
28506,,low<=50K
28507,,low<=50K
28508,high>50K,
28509,,low<=50K
28510,high>50K,
28511,,low<=50K
28512,high>50K,
28513,high>50K,
28514,,low<=50K
28515,,low<=50K
28516,,low<=50K
28517,,low<=50K
28518,,low<=50K
28519,,low<=50K
28520,,low<=50K
28521,,low<=50K
28522,,low<=50K
28523,,low<=50K
28524,high>50K,
28525,,low<=50K
28526,,low<=50K
28527,,low<=50K
28528,,low<=50K
28529,high<=50K,
28530,,low<=50K
28531,,low<=50K
28532,high<=50K,
28533,,low<=50K
28534,,low<=50K
28535,,low<=50K
28536,high>50K,
28537,,low<=50K
28538,,low<=50K
28539,high<=50K,
28540,high<=50K,
28541,high<=50K,
28542,,low<=50K
28543,high>50K,
28544,,low<=50K
28545,high<=50K,
28546,high<=50K,
28547,,low>50K
28548,,low<=50K
28549,high>50K,
28550,,low<=50K
28551,,low<=50K
28552,,low<=50K
28553,high>50K,
28554,,low<=50K
28555,,low<=50K
28556,,low>50K
28557,high<=50K,
28558,high>50K,
28559,,low<=50K
28560,,low<=50K
28561,,low>50K
28562,high>50K,
28563,,low<=50K
28564,,low<=50K
28565,high<=50K,
28566,high<=50K,
28567,high>50K,
28568,,low<=50K
28569,high<=50K,
28570,high>50K,
28571,,low<=50K
28572,,low>50K
28573,,low<=50K
28574,,low>50K
28575,,low<=50K
28576,,low<=50K
28577,,low<=50K
28578,,low<=50K
28579,,low<=50K
28580,,low<=50K
28581,,low<=50K
28582,high>50K,
28583,high>50K,
28584,high>50K,
28585,,low>50K
28586,,low<=50K
28587,,low<=50K
28588,,low<=50K
28589,,low<=50K
28590,,low<=50K
28591,,low>50K
28592,,low<=50K
28593,high>50K,
28594,,low<=50K
28595,,low<=50K
28596,,low>50K
28597,,low>50K
28598,,low<=50K
28599,,low<=50K
28600,,low<=50K
28601,,low<=50K
28602,,low<=50K
28603,,low<=50K
28604,,low<=50K
28605,high<=50K,
28606,,low<=50K
28607,,low<=50K
28608,,low<=50K
28609,,low>50K
28610,,low>50K
28611,,low<=50K
28612,,low<=50K
28613,high>50K,
28614,,low<=50K
28615,,low<=50K
28616,,low<=50K
28617,,low<=50K
28618,,low<=50K
28619,high>50K,
28620,high<=50K,
28621,,low<=50K
28622,high>50K,
28623,,low<=50K
28624,,low<=50K
28625,high<=50K,
28626,,low<=50K
28627,high<=50K,
28628,,low<=50K
28629,high<=50K,
28630,high<=50K,
28631,,low>50K
28632,high>50K,
28633,high<=50K,
28634,,low>50K
28635,,low<=50K
28636,,low<=50K
28637,,low<=50K
28638,,low<=50K
28639,,low<=50K
28640,,low<=50K
28641,,low<=50K
28642,,low>50K
28643,,low<=50K
28644,high>50K,
28645,high>50K,
28646,,low<=50K
28647,,low>50K
28648,,low<=50K
28649,,low<=50K
28650,,low<=50K
28651,,low<=50K
28652,high<=50K,
28653,,low<=50K
28654,,low>50K
28655,high<=50K,
28656,,low<=50K
28657,high<=50K,
28658,,low<=50K
28659,,low<=50K
28660,,low<=50K
28661,,low<=50K
28662,,low>50K
28663,,low<=50K
28664,,low>50K
28665,,low<=50K
28666,,low<=50K
28667,high>50K,
28668,,low<=50K
28669,,low<=50K
28670,high>50K,
28671,,low>50K
28672,,low<=50K
28673,,low<=50K
28674,,low<=50K
28675,,low<=50K
28676,,low<=50K
28677,,low<=50K
28678,,low<=50K
28679,high>50K,
28680,high<=50K,
28681,,low>50K
28682,,low<=50K
28683,,low<=50K
28684,,low>50K
28685,,low<=50K
28686,high>50K,
28687,high>50K,
28688,,low<=50K
28689,,low<=50K
28690,,low<=50K
28691,,low<=50K
28692,,low<=50K
28693,,low<=50K
28694,,low<=50K
28695,,low<=50K
28696,,low>50K
28697,,low<=50K
28698,,low<=50K
28699,,low<=50K
28700,,low<=50K
28701,,low<=50K
28702,high<=50K,
28703,high<=50K,
28704,,low<=50K
28705,,low>50K
28706,,low>50K
28707,,low<=50K
28708,,low>50K
28709,,low<=50K
28710,,low>50K
28711,high>50K,
28712,,low<=50K
28713,,low<=50K
28714,,low<=50K
28715,,low<=50K
28716,,low<=50K
28717,,low<=50K
28718,,low<=50K
28719,,low<=50K
28720,,low<=50K
28721,high>50K,
28722,,low>50K
28723,,low>50K
28724,,low<=50K
28725,,low<=50K
28726,,low<=50K
28727,high>50K,
28728,,low<=50K
28729,,low>50K
28730,,low>50K
28731,high<=50K,
28732,,low>50K
28733,,low<=50K
28734,,low<=50K
28735,,low<=50K
28736,high<=50K,
28737,,low<=50K
28738,,low<=50K
28739,high<=50K,
28740,,low<=50K
28741,,low<=50K
28742,,low>50K
28743,,low>50K
28744,,low<=50K
28745,,low<=50K
28746,,low<=50K
28747,,low>50K
28748,high>50K,
28749,,low>50K
28750,,low<=50K
28751,,low>50K
28752,,low<=50K
28753,high>50K,
28754,,low<=50K
28755,,low>50K
28756,,low<=50K
28757,,low<=50K
28758,,low<=50K
28759,high<=50K,
28760,,low<=50K
28761,high>50K,
28762,high<=50K,
28763,high<=50K,
28764,,low<=50K
28765,,low<=50K
28766,,low>50K
28767,,low<=50K
28768,high>50K,
28769,,low<=50K
28770,,low<=50K
28771,,low<=50K
28772,,low<=50K
28773,,low>50K
28774,high>50K,
28775,,low<=50K
28776,,low<=50K
28777,,low<=50K
28778,high>50K,
28779,,low<=50K
28780,high<=50K,
28781,,low<=50K
28782,high>50K,
28783,,low<=50K
28784,,low<=50K
28785,,low<=50K
28786,,low<=50K
28787,,low<=50K
28788,,low<=50K
28789,,low<=50K
28790,high<=50K,
28791,,low>50K
28792,,low>50K
28793,high<=50K,
28794,high<=50K,
28795,,low<=50K
28796,,low<=50K
28797,high>50K,
28798,,low<=50K
28799,high<=50K,
28800,,low<=50K
28801,,low>50K
28802,,low<=50K
28803,,low>50K
28804,,low<=50K
28805,,low>50K
28806,,low<=50K
28807,high>50K,
28808,high<=50K,
28809,,low<=50K
28810,,low<=50K
28811,,low<=50K
28812,,low<=50K
28813,,low<=50K
28814,,low<=50K
28815,,low>50K
28816,high<=50K,
28817,,low<=50K
28818,,low<=50K
28819,high<=50K,
28820,,low<=50K
28821,high<=50K,
28822,,low<=50K
28823,high>50K,
28824,,low>50K
28825,high<=50K,
28826,high>50K,
28827,,low<=50K
28828,high>50K,
28829,,low<=50K
28830,high<=50K,
28831,,low>50K
28832,high>50K,
28833,high<=50K,
28834,,low>50K
28835,,low<=50K
28836,high>50K,
28837,,low<=50K
28838,,low<=50K
28839,,low<=50K
28840,high>50K,
28841,,low<=50K
28842,,low<=50K
28843,,low<=50K
28844,,low<=50K
28845,high>50K,
28846,,low<=50K
28847,,low<=50K
28848,,low<=50K
28849,,low<=50K
28850,,low<=50K
28851,,low<=50K
28852,high>50K,
28853,,low<=50K
28854,,low>50K
28855,,low<=50K
28856,,low<=50K
28857,,low<=50K
28858,,low<=50K
28859,,low<=50K
28860,high>50K,
28861,,low<=50K
28862,high<=50K,
28863,high>50K,
28864,,low<=50K
28865,,low<=50K
28866,,low<=50K
28867,high>50K,
28868,,low>50K
28869,high<=50K,
28870,,low<=50K
28871,,low<=50K
28872,,low<=50K
28873,,low>50K
28874,,low>50K
28875,,low<=50K
28876,,low<=50K
28877,,low<=50K
28878,,low<=50K
28879,high>50K,
28880,,low<=50K
28881,,low<=50K
28882,high>50K,
28883,,low<=50K
28884,,low<=50K
28885,,low<=50K
28886,high>50K,
28887,,low<=50K
28888,high<=50K,
28889,,low<=50K
28890,,low<=50K
28891,,low>50K
28892,,low>50K
28893,,low<=50K
28894,high>50K,
28895,high>50K,
28896,,low<=50K
28897,,low<=50K
28898,,low<=50K
28899,,low<=50K
28900,,low<=50K
28901,,low<=50K
28902,,low>50K
28903,,low<=50K
28904,,low<=50K
28905,,low<=50K
28906,,low<=50K
28907,,low>50K
28908,high>50K,
28909,,low>50K
28910,high>50K,
28911,high>50K,
28912,high>50K,
28913,,low>50K
28914,,low>50K
28915,high<=50K,
28916,high>50K,
28917,,low>50K
28918,,low<=50K
28919,,low<=50K
28920,,low<=50K
28921,,low>50K
28922,,low<=50K
28923,,low<=50K
28924,,low<=50K
28925,,low<=50K
28926,,low<=50K
28927,,low<=50K
28928,,low>50K
28929,,low<=50K
28930,,low<=50K
28931,,low<=50K
28932,,low>50K
28933,,low<=50K
28934,,low>50K
28935,,low<=50K
28936,,low<=50K
28937,,low<=50K
28938,high<=50K,
28939,,low<=50K
28940,,low>50K
28941,,low<=50K
28942,,low>50K
28943,,low<=50K
28944,,low<=50K
28945,high>50K,
28946,high<=50K,
28947,,low<=50K
28948,,low>50K
28949,,low<=50K
28950,high>50K,
28951,,low<=50K
28952,,low<=50K
28953,,low<=50K
28954,high<=50K,
28955,,low>50K
28956,,low<=50K
28957,,low<=50K
28958,,low<=50K
28959,high<=50K,
28960,,low<=50K
28961,,low>50K
28962,,low>50K
28963,,low<=50K
28964,,low>50K
28965,high<=50K,
28966,high>50K,
28967,high<=50K,
28968,,low<=50K
28969,high>50K,
28970,high<=50K,
28971,,low>50K
28972,high>50K,
28973,,low<=50K
28974,,low>50K
28975,,low>50K
28976,high<=50K,
28977,,low<=50K
28978,high>50K,
28979,,low<=50K
28980,,low<=50K
28981,,low<=50K
28982,,low>50K
28983,,low>50K
28984,,low<=50K
28985,,low<=50K
28986,,low<=50K
28987,,low<=50K
28988,,low<=50K
28989,high>50K,
28990,,low<=50K
28991,,low>50K
28992,,low>50K
28993,,low<=50K
28994,,low<=50K
28995,high<=50K,
28996,,low<=50K
28997,,low<=50K
28998,,low>50K
28999,high<=50K,
29000,,low<=50K
29001,high<=50K,
29002,,low<=50K
29003,,low<=50K
29004,,low<=50K
29005,,low<=50K
29006,,low<=50K
29007,high<=50K,
29008,,low<=50K
29009,,low<=50K
29010,high<=50K,
29011,,low<=50K
29012,,low<=50K
29013,high<=50K,
29014,,low>50K
29015,,low<=50K
29016,high>50K,
29017,,low<=50K
29018,,low<=50K
29019,high>50K,
29020,high<=50K,
29021,,low<=50K
29022,,low<=50K
29023,high<=50K,
29024,,low<=50K
29025,,low<=50K
29026,,low<=50K
29027,,low>50K
29028,,low<=50K
29029,,low<=50K
29030,high>50K,
29031,high>50K,
29032,,low<=50K
29033,,low>50K
29034,,low>50K
29035,,low<=50K
29036,,low<=50K
29037,,low<=50K
29038,,low<=50K
29039,,low<=50K
29040,high>50K,
29041,high>50K,
29042,,low<=50K
29043,,low<=50K
29044,high<=50K,
29045,,low<=50K
29046,,low<=50K
29047,high>50K,
29048,high<=50K,
29049,,low<=50K
29050,,low<=50K
29051,high<=50K,
29052,,low<=50K
29053,,low<=50K
29054,,low<=50K
29055,,low>50K
29056,,low<=50K
29057,high<=50K,
29058,high>50K,
29059,,low>50K
29060,,low<=50K
29061,high<=50K,
29062,,low<=50K
29063,,low>50K
29064,high<=50K,
29065,high<=50K,
29066,,low<=50K
29067,,low>50K
29068,,low<=50K
29069,,low>50K
29070,,low<=50K
29071,,low>50K
29072,high<=50K,
29073,,low<=50K
29074,,low<=50K
29075,,low<=50K
29076,high>50K,
29077,,low<=50K
29078,,low<=50K
29079,high<=50K,
29080,,low<=50K
29081,,low<=50K
29082,high<=50K,
29083,,low<=50K
29084,,low>50K
29085,,low<=50K
29086,,low<=50K
29087,,low<=50K
29088,,low<=50K
29089,high>50K,
29090,,low>50K
29091,,low<=50K
29092,,low>50K
29093,,low<=50K
29094,high<=50K,
29095,,low<=50K
29096,,low>50K
29097,high>50K,
29098,high>50K,
29099,high>50K,
29100,,low<=50K
29101,,low<=50K
29102,,low<=50K
29103,,low<=50K
29104,,low<=50K
29105,,low<=50K
29106,,low<=50K
29107,,low<=50K
29108,,low<=50K
29109,,low<=50K
29110,,low>50K
29111,high>50K,
29112,,low>50K
29113,,low<=50K
29114,high>50K,
29115,high>50K,
29116,,low<=50K
29117,,low<=50K
29118,,low<=50K
29119,,low<=50K
29120,,low<=50K
29121,,low>50K
29122,,low>50K
29123,,low<=50K
29124,,low<=50K
29125,,low>50K
29126,,low<=50K
29127,,low<=50K
29128,,low<=50K
29129,high>50K,
29130,,low<=50K
29131,,low>50K
29132,,low<=50K
29133,,low<=50K
29134,,low<=50K
29135,,low<=50K
29136,,low<=50K
29137,,low>50K
29138,,low<=50K
29139,,low<=50K
29140,,low<=50K
29141,,low>50K
29142,,low<=50K
29143,,low<=50K
29144,,low<=50K
29145,,low<=50K
29146,,low<=50K
29147,,low<=50K
29148,,low<=50K
29149,,low<=50K
29150,high>50K,
29151,,low<=50K
29152,,low<=50K
29153,,low<=50K
29154,,low<=50K
29155,,low<=50K
29156,,low<=50K
29157,,low<=50K
29158,,low<=50K
29159,,low<=50K
29160,,low<=50K
29161,,low<=50K
29162,high>50K,
29163,,low<=50K
29164,high>50K,
29165,,low>50K
29166,high<=50K,
29167,,low>50K
29168,,low<=50K
29169,,low<=50K
29170,high<=50K,
29171,high<=50K,
29172,,low<=50K
29173,,low<=50K
29174,,low<=50K
29175,high>50K,
29176,,low>50K
29177,,low>50K
29178,,low>50K
29179,,low<=50K
29180,high>50K,
29181,,low>50K
29182,,low<=50K
29183,high>50K,
29184,,low>50K
29185,high<=50K,
29186,,low<=50K
29187,,low<=50K
29188,,low<=50K
29189,,low<=50K
29190,,low<=50K
29191,high>50K,
29192,,low<=50K
29193,,low>50K
29194,high>50K,
29195,,low<=50K
29196,,low<=50K
29197,high<=50K,
29198,,low<=50K
29199,,low<=50K
29200,,low<=50K
29201,high>50K,
29202,,low<=50K
29203,,low>50K
29204,,low<=50K
29205,high<=50K,
29206,,low<=50K
29207,,low<=50K
29208,,low<=50K
29209,,low<=50K
29210,,low>50K
29211,high<=50K,
29212,,low<=50K
29213,,low>50K
29214,,low<=50K
29215,high>50K,
29216,,low<=50K
29217,,low<=50K
29218,,low>50K
29219,high>50K,
29220,,low<=50K
29221,,low<=50K
29222,,low>50K
29223,,low<=50K
29224,high<=50K,
29225,high>50K,
29226,,low<=50K
29227,,low<=50K
29228,,low<=50K
29229,,low<=50K
29230,high>50K,
29231,,low<=50K
29232,,low>50K
29233,,low<=50K
29234,,low<=50K
29235,high<=50K,
29236,,low<=50K
29237,high>50K,
29238,high>50K,
29239,high<=50K,
29240,,low<=50K
29241,,low>50K
29242,,low<=50K
29243,,low<=50K
29244,,low<=50K
29245,,low<=50K
29246,,low>50K
29247,,low>50K
29248,,low<=50K
29249,high>50K,
29250,,low<=50K
29251,,low>50K
29252,,low<=50K
29253,,low<=50K
29254,,low<=50K
29255,high<=50K,
29256,,low<=50K
29257,,low<=50K
29258,,low<=50K
29259,,low>50K
29260,,low<=50K
29261,,low>50K
29262,high<=50K,
29263,,low<=50K
29264,,low>50K
29265,high<=50K,
29266,,low<=50K
29267,,low>50K
29268,,low<=50K
29269,,low<=50K
29270,,low>50K
29271,,low<=50K
29272,,low<=50K
29273,,low<=50K
29274,,low<=50K
29275,high<=50K,
29276,,low<=50K
29277,,low<=50K
29278,,low<=50K
29279,,low<=50K
29280,,low<=50K
29281,high<=50K,
29282,,low<=50K
29283,,low<=50K
29284,,low<=50K
29285,,low<=50K
29286,high<=50K,
29287,,low>50K
29288,,low<=50K
29289,high>50K,
29290,,low<=50K
29291,,low<=50K
29292,,low<=50K
29293,high<=50K,
29294,,low>50K
29295,,low<=50K
29296,,low<=50K
29297,,low>50K
29298,high<=50K,
29299,,low<=50K
29300,high>50K,
29301,high<=50K,
29302,,low<=50K
29303,,low<=50K
29304,,low<=50K
29305,,low<=50K
29306,,low<=50K
29307,,low<=50K
29308,high<=50K,
29309,,low>50K
29310,,low>50K
29311,,low<=50K
29312,,low<=50K
29313,high>50K,
29314,,low<=50K
29315,,low<=50K
29316,high<=50K,
29317,,low<=50K
29318,high>50K,
29319,,low<=50K
29320,,low<=50K
29321,,low>50K
29322,high>50K,
29323,,low<=50K
29324,high<=50K,
29325,,low>50K
29326,high>50K,
29327,,low<=50K
29328,,low<=50K
29329,,low<=50K
29330,,low>50K
29331,,low<=50K
29332,,low<=50K
29333,high<=50K,
29334,,low<=50K
29335,,low<=50K
29336,,low<=50K
29337,high<=50K,
29338,,low<=50K
29339,,low<=50K
29340,,low<=50K
29341,,low<=50K
29342,,low<=50K
29343,high<=50K,
29344,,low<=50K
29345,,low<=50K
29346,,low<=50K
29347,,low<=50K
29348,,low<=50K
29349,,low<=50K
29350,high>50K,
29351,,low>50K
29352,,low<=50K
29353,,low<=50K
29354,high<=50K,
29355,,low<=50K
29356,,low<=50K
29357,high>50K,
29358,,low<=50K
29359,,low<=50K
29360,high<=50K,
29361,high>50K,
29362,,low<=50K
29363,,low<=50K
29364,high>50K,
29365,,low<=50K
29366,,low<=50K
29367,,low<=50K
29368,,low<=50K
29369,,low>50K
29370,,low<=50K
29371,,low<=50K
29372,,low<=50K
29373,,low<=50K
29374,,low<=50K
29375,,low<=50K
29376,,low<=50K
29377,high>50K,
29378,,low>50K
29379,,low>50K
29380,,low<=50K
29381,high<=50K,
29382,high<=50K,
29383,,low>50K
29384,,low<=50K
29385,high<=50K,
29386,,low<=50K
29387,,low<=50K
29388,,low>50K
29389,,low>50K
29390,,low<=50K
29391,,low<=50K
29392,,low<=50K
29393,high<=50K,
29394,,low<=50K
29395,,low<=50K
29396,,low>50K
29397,,low<=50K
29398,,low<=50K
29399,,low<=50K
29400,,low>50K
29401,,low<=50K
29402,,low>50K
29403,,low<=50K
29404,,low<=50K
29405,,low<=50K
29406,,low>50K
29407,,low<=50K
29408,,low<=50K
29409,high>50K,
29410,,low<=50K
29411,high<=50K,
29412,,low>50K
29413,,low>50K
29414,,low<=50K
29415,,low<=50K
29416,high<=50K,
29417,,low<=50K
29418,,low<=50K
29419,high>50K,
29420,,low<=50K
29421,high<=50K,
29422,high<=50K,
29423,high<=50K,
29424,,low<=50K
29425,high<=50K,
29426,,low<=50K
29427,,low<=50K
29428,,low<=50K
29429,,low>50K
29430,,low>50K
29431,,low<=50K
29432,high>50K,
29433,high>50K,
29434,high>50K,
29435,,low<=50K
29436,,low<=50K
29437,high<=50K,
